#EEP   M/Mo  LogTeff   LogG  LogL/Lo   F435W   F475W   F555W   F606W   F625W   F775W   F814W   F850L
 230  0.813540  3.7131  2.5133  1.6408  1.6928  1.3992  0.9717  0.7488  0.5305  0.1038  0.0395 -0.1480
 231  0.813664  3.7114  2.4624  1.6849  1.5966  1.2986  0.8667  0.6418  0.4220 -0.0080 -0.0728 -0.2618
 232  0.813774  3.7097  2.4128  1.7278  1.5039  1.2013  0.7650  0.5381  0.3168 -0.1163 -0.1817 -0.3722
 233  0.813881  3.7078  2.3609  1.7724  1.4082  1.1006  0.6595  0.4305  0.2076 -0.2290 -0.2950 -0.4872
 234  0.813976  3.7060  2.3101  1.8158  1.3155  1.0029  0.5569  0.3258  0.1013 -0.3387 -0.4054 -0.5992
 235  0.814063  3.7041  2.2597  1.8588  1.2250  0.9070  0.4560  0.2228 -0.0035 -0.4470 -0.5142 -0.7098
 236  0.814141  3.7023  2.2111  1.9000  1.1388  0.8155  0.3595  0.1240 -0.1038 -0.5508 -0.6187 -0.8161
 237  0.814215  3.7003  2.1611  1.9423  1.0516  0.7224  0.2610  0.0232 -0.2064 -0.6571 -0.7257 -0.9249
 238  0.814282  3.6984  2.1122  1.9833  0.9680  0.6329  0.1659 -0.0744 -0.3058 -0.7603 -0.8296 -1.0306
 239  0.814343  3.6965  2.0659  2.0221  0.8901  0.5489  0.0765 -0.1662 -0.3995 -0.8577 -0.9276 -1.1305
 240  0.814401  3.6947  2.0226  2.0583  0.8182  0.4711 -0.0067 -0.2518 -0.4869 -0.9488 -1.0193 -1.2239
 241  0.814454  3.6933  1.9905  2.0851  0.7653  0.4138 -0.0680 -0.3150 -0.5514 -1.0161 -1.0871 -1.2931
 242  0.814506  3.6935  1.9895  2.0866  0.7602  0.4090 -0.0724 -0.3192 -0.5555 -1.0199 -1.0909 -1.2968
 243  0.814561  3.6929  1.9729  2.1011  0.7299  0.3769 -0.1063 -0.3539 -0.5907 -1.0563 -1.1274 -1.3339
 244  0.814614  3.6905  1.9204  2.1439  0.6494  0.2880 -0.2028 -0.4539 -0.6934 -1.1641 -1.2361 -1.4449
 245  0.814663  3.6877  1.8632  2.1901  0.5650  0.1938 -0.3058 -0.5609 -0.8034 -1.2801 -1.3531 -1.5647
 246  0.814707  3.6850  1.8071  2.2351  0.4846  0.1033 -0.4053 -0.6646 -0.9101 -1.3929 -1.4669 -1.6815
 247  0.814746  3.6823  1.7536  2.2779  0.4094  0.0182 -0.4993 -0.7627 -1.0112 -1.4999 -1.5749 -1.7924
 248  0.814782  3.6796  1.6999  2.3208  0.3357 -0.0658 -0.5924 -0.8602 -1.1118 -1.6067 -1.6827 -1.9031
 249  0.814814  3.6769  1.6482  2.3620  0.2661 -0.1458 -0.6815 -0.9536 -1.2083 -1.7091 -1.7861 -2.0096
 250  0.814844  3.6743  1.5965  2.4031  0.1976 -0.2249 -0.7697 -1.0463 -1.3042 -1.8110 -1.8890 -2.1156
 251  0.814871  3.6718  1.5467  2.4428  0.1322 -0.3007 -0.8546 -1.1356 -1.3965 -1.9093 -1.9884 -2.2179
 252  0.814896  3.6692  1.4975  2.4820  0.0688 -0.3746 -0.9375 -1.2230 -1.4870 -2.0058 -2.0860 -2.3183
 253  0.814919  3.6667  1.4494  2.5198  0.0098 -0.4443 -1.0164 -1.3065 -1.5736 -2.0984 -2.1799 -2.4150
 254  0.814940  3.6642  1.4019  2.5573 -0.0476 -0.5125 -1.0939 -1.3886 -1.6589 -2.1898 -2.2725 -2.5105
 255  0.814959  3.6617  1.3555  2.5939 -0.1031 -0.5788 -1.1693 -1.4687 -1.7421 -2.2791 -2.3631 -2.6036
 256  0.814976  3.6594  1.3106  2.6295 -0.1564 -0.6427 -1.2422 -1.5461 -1.8226 -2.3655 -2.4506 -2.6938
 257  0.814992  3.6571  1.2663  2.6647 -0.2087 -0.7055 -1.3139 -1.6223 -1.9019 -2.4508 -2.5370 -2.7827
 258  0.815007  3.6549  1.2228  2.6993 -0.2595 -0.7668 -1.3839 -1.6970 -1.9796 -2.5344 -2.6217 -2.8700
 259  0.815021  3.6528  1.1808  2.7329 -0.3087 -0.8261 -1.4517 -1.7693 -2.0548 -2.6154 -2.7037 -2.9545
 260  0.815034  3.6508  1.1396  2.7660 -0.3567 -0.8841 -1.5182 -1.8401 -2.1286 -2.6949 -2.7842 -3.0376
 261  0.815046  3.6488  1.0996  2.7982 -0.4030 -0.9403 -1.5826 -1.9090 -2.2004 -2.7723 -2.8625 -3.1184
 262  0.815057  3.6469  1.0602  2.8299 -0.4482 -0.9954 -1.6457 -1.9766 -2.2708 -2.8483 -2.9395 -3.1979
 263  0.815067  3.6451  1.0220  2.8609 -0.4919 -1.0486 -1.7070 -2.0423 -2.3393 -2.9222 -3.0144 -3.2753
 264  0.815077  3.6432  0.9842  2.8912 -0.5330 -1.0996 -1.7661 -2.1060 -2.4060 -2.9944 -3.0876 -3.3511
 265  0.815086  3.6413  0.9467  2.9211 -0.5718 -1.1487 -1.8236 -2.1682 -2.4712 -3.0652 -3.1594 -3.4256
 266  0.815094  3.6395  0.9104  2.9500 -0.6087 -1.1957 -1.8788 -2.2281 -2.5340 -3.1336 -3.2288 -3.4977
 267  0.815102  3.6376  0.8744  2.9787 -0.6445 -1.2417 -1.9331 -2.2873 -2.5961 -3.2014 -3.2976 -3.5692
 268  0.815109  3.6358  0.8392  3.0067 -0.6789 -1.2860 -1.9857 -2.3447 -2.6564 -3.2674 -3.3646 -3.6389
 269  0.815116  3.6341  0.8050  3.0340 -0.7118 -1.3288 -2.0364 -2.4003 -2.7148 -3.3314 -3.4296 -3.7066
 270  0.815123  3.6324  0.7712  3.0609 -0.7437 -1.3705 -2.0862 -2.4549 -2.7723 -3.3946 -3.4937 -3.7733
 271  0.815129  3.6307  0.7381  3.0873 -0.7742 -1.4107 -2.1343 -2.5079 -2.8283 -3.4562 -3.5563 -3.8386
 272  0.815134  3.6291  0.7059  3.1130 -0.8034 -1.4494 -2.1809 -2.5593 -2.8825 -3.5161 -3.6171 -3.9020
 273  0.815140  3.6275  0.6742  3.1383 -0.8315 -1.4870 -2.2262 -2.6096 -2.9356 -3.5748 -3.6768 -3.9643
 274  0.815145  3.6259  0.6432  3.1629 -0.8582 -1.5230 -2.2699 -2.6582 -2.9870 -3.6319 -3.7348 -4.0249
 275  0.815150  3.6244  0.6128  3.1872 -0.8840 -1.5580 -2.3124 -2.7057 -3.0373 -3.6879 -3.7917 -4.0843
 276  0.815154  3.6229  0.5834  3.2107 -0.9087 -1.5916 -2.3534 -2.7515 -3.0858 -3.7420 -3.8467 -4.1419
 277  0.815159  3.6214  0.5547  3.2336 -0.9321 -1.6238 -2.3928 -2.7957 -3.1327 -3.7944 -3.9001 -4.1978
 278  0.815163  3.6200  0.5270  3.2557 -0.9545 -1.6546 -2.4306 -2.8382 -3.1778 -3.8450 -3.9515 -4.2518
 279  0.815167  3.6188  0.5018  3.2758 -0.9739 -1.6818 -2.4643 -2.8763 -3.2183 -3.8906 -3.9980 -4.3005
